hourOfDay,dayOfWeek,bayOccupied,recentAvgCurrent,sessionElapsedMin,historicalArrivalRate,arrivedWithinWindow,actualDurationMin
13,5,0,0.0,0.0,0.3,0,0.0
14,1,0,0.0,0.0,0.3,1,0.0
19,1,1,16.74,85.7,0.6,0,320.0
8,4,1,22.96,7.1,0.65,1,116.0
23,2,1,14.03,30.5,0.2,0,351.5
5,3,0,0.0,0.0,0.05,0,0.0
20,0,1,16.48,57.7,0.5,1,295.1
16,5,1,12.49,15.0,0.3,0,690.9
4,0,0,0.0,0.0,0.05,0,0.0
15,5,0,0.0,0.0,0.3,1,0.0
2,5,0,0.0,0.0,0.05,0,0.0
15,3,0,0.0,0.0,0.3,1,0.0
1,4,0,0.0,0.0,0.05,0,0.0
21,1,1,19.39,11.9,0.6,1,158.8
8,4,1,18.36,55.3,0.65,1,240.6
13,4,1,11.82,19.5,0.3,0,390.5
6,6,1,17.92,15.5,0.2,0,291.1
2,2,0,0.0,0.0,0.05,0,0.0
10,2,1,21.53,57.6,0.65,1,172.6
17,2,0,0.0,0.0,0.3,1,0.0
15,1,0,0.0,0.0,0.3,1,0.0
12,0,1,21.63,156.7,0.3,0,147.4
13,5,0,0.0,0.0,0.3,0,0.0
1,0,0,0.0,0.0,0.05,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
6,1,0,0.0,0.0,0.2,0,0.0
17,4,0,0.0,0.0,0.3,0,0.0
7,4,0,0.0,0.0,0.2,0,0.0
16,5,1,16.93,75.7,0.3,0,281.5
11,0,0,0.0,0.0,0.3,0,0.0
17,2,1,23.02,46.7,0.3,0,159.3
11,1,0,0.0,0.0,0.3,1,0.0
18,4,1,15.14,4.8,0.6,1,241.7
2,3,0,0.0,0.0,0.05,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
0,1,0,0.0,0.0,0.05,0,0.0
12,5,0,0.0,0.0,0.3,0,0.0
23,3,1,14.46,3.1,0.2,0,836.2
22,3,0,0.0,0.0,0.2,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,1,0.0
13,3,1,12.95,99.4,0.3,1,184.1
17,3,1,12.84,56.8,0.3,0,542.2
0,5,0,0.0,0.0,0.05,0,0.0
19,6,1,18.77,39.5,0.5,1,237.0
20,5,1,22.06,1.2,0.6,0,653.2
10,0,0,0.0,0.0,0.55,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
19,3,1,20.59,131.2,0.6,0,0.0
13,1,0,0.0,0.0,0.3,1,0.0
18,4,1,14.96,19.7,0.6,1,205.4
9,5,1,15.01,131.8,0.65,1,495.9
13,2,0,0.0,0.0,0.3,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
23,3,1,12.31,38.1,0.2,0,468.7
7,6,0,0.0,0.0,0.2,0,0.0
6,5,0,0.0,0.0,0.2,0,0.0
16,1,0,0.0,0.0,0.3,1,0.0
10,6,1,18.15,91.7,0.55,1,205.4
19,1,1,18.04,145.1,0.6,1,373.5
22,1,1,16.81,49.3,0.2,0,773.7
1,3,0,0.0,0.0,0.05,0,0.0
5,6,1,22.37,14.3,0.05,0,509.4
13,5,0,0.0,0.0,0.3,0,0.0
11,2,0,0.0,0.0,0.3,0,0.0
23,0,0,0.0,0.0,0.2,0,0.0
11,4,0,0.0,0.0,0.3,0,0.0
7,0,1,13.65,6.4,0.2,1,403.2
9,5,1,19.85,124.5,0.65,1,217.1
21,6,1,19.28,4.3,0.5,1,385.6
1,2,0,0.0,0.0,0.05,0,0.0
11,2,0,0.0,0.0,0.3,0,0.0
14,3,1,15.2,35.7,0.3,0,173.0
21,3,1,11.27,66.0,0.6,0,1126.4
12,6,0,0.0,0.0,0.3,1,0.0
13,6,0,0.0,0.0,0.3,1,0.0
19,5,0,0.0,0.0,0.6,0,0.0
3,5,0,0.0,0.0,0.05,1,0.0
22,0,0,0.0,0.0,0.2,0,0.0
2,2,0,0.0,0.0,0.05,0,0.0
0,2,0,0.0,0.0,0.05,1,0.0
4,3,0,0.0,0.0,0.05,0,0.0
11,0,0,0.0,0.0,0.3,0,0.0
4,3,0,0.0,0.0,0.05,0,0.0
20,3,1,18.99,98.9,0.6,0,202.0
21,1,1,17.07,17.6,0.6,1,296.6
20,1,1,14.54,48.6,0.6,1,332.7
13,4,0,0.0,0.0,0.3,1,0.0
8,3,1,17.11,68.6,0.65,1,231.8
17,2,0,0.0,0.0,0.3,1,0.0
10,6,1,12.74,48.9,0.55,0,483.7
7,5,0,0.0,0.0,0.2,1,0.0
20,2,1,11.39,4.0,0.6,0,415.3
9,5,0,0.0,0.0,0.65,1,0.0
10,5,1,18.11,8.6,0.65,0,590.9
7,2,1,11.27,49.5,0.2,0,487.4
11,6,1,18.93,43.7,0.3,0,651.9
23,6,0,0.0,0.0,0.2,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
15,5,1,13.95,55.8,0.3,0,208.6
12,2,1,15.32,2.4,0.3,0,333.8
22,5,0,0.0,0.0,0.2,0,0.0
12,2,1,17.37,45.5,0.3,0,532.9
6,4,0,0.0,0.0,0.2,1,0.0
14,4,0,0.0,0.0,0.3,0,0.0
17,2,1,21.16,31.4,0.3,0,164.4
10,4,1,11.2,20.2,0.65,0,202.3
8,4,1,8.25,0.0,0.65,0,496.9
4,5,0,0.0,0.0,0.05,0,0.0
11,2,0,0.0,0.0,0.3,0,0.0
22,3,0,0.0,0.0,0.2,1,0.0
21,5,1,20.06,64.1,0.6,1,220.9
22,2,0,0.0,0.0,0.2,0,0.0
14,3,0,0.0,0.0,0.3,0,0.0
13,1,1,15.11,151.9,0.3,0,813.0
17,6,0,0.0,0.0,0.3,1,0.0
20,4,1,17.13,11.4,0.6,1,133.7
8,0,1,10.59,49.1,0.55,0,869.1
18,5,1,14.8,138.8,0.6,1,739.8
22,6,0,0.0,0.0,0.2,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
14,6,1,10.15,132.3,0.3,1,266.9
1,1,0,0.0,0.0,0.05,0,0.0
16,5,1,17.73,78.8,0.3,0,270.2
0,0,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
15,1,0,0.0,0.0,0.3,0,0.0
15,3,0,0.0,0.0,0.3,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
21,4,1,21.17,0.2,0.6,1,541.0
6,6,0,0.0,0.0,0.2,1,0.0
9,1,1,17.69,9.6,0.65,0,320.6
0,5,0,0.0,0.0,0.05,0,0.0
7,1,0,0.0,0.0,0.2,1,0.0
4,1,0,0.0,0.0,0.05,0,0.0
13,5,0,0.0,0.0,0.3,0,0.0
17,3,0,0.0,0.0,0.3,1,0.0
9,1,1,19.46,58.0,0.65,0,376.4
1,2,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
12,0,0,0.0,0.0,0.3,0,0.0
8,5,1,9.42,84.6,0.65,0,688.5
6,0,0,0.0,0.0,0.2,1,0.0
3,5,0,0.0,0.0,0.05,0,0.0
16,4,1,16.75,116.9,0.3,0,495.7
0,5,0,0.0,0.0,0.05,0,0.0
22,0,0,0.0,0.0,0.2,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
22,4,0,0.0,0.0,0.2,0,0.0
21,6,1,22.43,18.2,0.5,1,164.6
4,1,0,0.0,0.0,0.05,0,0.0
23,2,0,0.0,0.0,0.2,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
13,3,0,0.0,0.0,0.3,1,0.0
11,1,0,0.0,0.0,0.3,1,0.0
6,3,0,0.0,0.0,0.2,0,0.0
16,4,1,23.0,52.2,0.3,0,230.2
5,4,0,0.0,0.0,0.05,0,0.0
14,5,1,13.69,35.2,0.3,0,212.4
9,5,1,13.28,29.6,0.65,0,244.1
11,5,1,9.34,22.9,0.3,0,633.3
10,3,1,14.17,18.8,0.65,0,566.4
22,1,0,0.0,0.0,0.2,0,0.0
19,5,1,12.13,21.2,0.6,0,1051.9
3,6,1,22.13,11.0,0.05,0,615.3
14,0,1,17.68,4.5,0.3,1,395.8
18,5,1,12.77,46.6,0.6,1,298.2
9,1,1,20.9,27.0,0.65,0,220.6
5,1,0,0.0,0.0,0.05,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
22,0,0,0.0,0.0,0.2,0,0.0
20,3,1,18.29,84.9,0.6,1,344.3
10,4,1,14.48,40.5,0.65,0,820.6
6,0,1,17.64,15.2,0.2,0,234.2
21,5,1,12.11,31.3,0.6,0,1158.2
2,1,0,0.0,0.0,0.05,0,0.0
3,2,0,0.0,0.0,0.05,0,0.0
12,5,1,16.29,15.7,0.3,0,129.3
5,6,0,0.0,0.0,0.05,0,0.0
8,2,1,21.76,54.7,0.65,1,48.5
21,6,1,13.06,21.9,0.5,1,144.1
21,6,1,13.39,1.7,0.5,1,289.6
0,6,0,0.0,0.0,0.05,0,0.0
6,5,1,12.24,64.3,0.2,0,522.1
15,6,1,8.77,54.1,0.3,0,822.6
5,3,0,0.0,0.0,0.05,0,0.0
7,5,0,0.0,0.0,0.2,0,0.0
13,1,1,20.21,19.6,0.3,0,472.4
3,4,0,0.0,0.0,0.05,0,0.0
9,2,1,8.63,16.0,0.65,0,268.2
8,5,0,0.0,0.0,0.65,1,0.0
18,3,0,0.0,0.0,0.6,1,0.0
13,0,0,0.0,0.0,0.3,0,0.0
16,1,0,0.0,0.0,0.3,1,0.0
16,2,0,0.0,0.0,0.3,1,0.0
1,1,0,0.0,0.0,0.05,0,0.0
19,4,0,0.0,0.0,0.6,1,0.0
11,0,1,13.82,26.7,0.3,0,323.9
22,6,1,12.68,5.6,0.2,1,985.3
11,2,0,0.0,0.0,0.3,1,0.0
22,6,0,0.0,0.0,0.2,0,0.0
3,1,0,0.0,0.0,0.05,0,0.0
1,3,1,10.2,34.6,0.05,0,388.4
1,4,0,0.0,0.0,0.05,0,0.0
2,3,0,0.0,0.0,0.05,0,0.0
20,4,0,0.0,0.0,0.6,1,0.0
0,5,0,0.0,0.0,0.05,0,0.0
20,4,1,13.09,26.8,0.6,0,361.7
23,4,0,0.0,0.0,0.2,0,0.0
18,0,1,16.35,188.8,0.5,0,0.0
20,0,1,11.97,123.6,0.5,0,176.4
5,1,0,0.0,0.0,0.05,0,0.0
21,2,1,10.63,12.9,0.6,1,891.2
16,2,1,18.96,5.3,0.3,0,620.2
9,5,1,11.28,35.5,0.65,0,182.1
11,0,1,20.12,59.3,0.3,0,179.1
12,0,1,20.31,217.3,0.3,1,399.5
1,1,0,0.0,0.0,0.05,0,0.0
7,6,0,0.0,0.0,0.2,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
23,3,0,0.0,0.0,0.2,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
19,6,1,15.66,37.9,0.5,0,373.3
5,2,0,0.0,0.0,0.05,0,0.0
20,4,1,21.57,18.7,0.6,0,118.1
9,6,0,0.0,0.0,0.55,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
7,1,0,0.0,0.0,0.2,0,0.0
14,0,0,0.0,0.0,0.3,1,0.0
19,6,0,0.0,0.0,0.5,1,0.0
7,6,0,0.0,0.0,0.2,0,0.0
12,1,0,0.0,0.0,0.3,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
23,0,0,0.0,0.0,0.2,1,0.0
12,0,0,0.0,0.0,0.3,1,0.0
3,6,0,0.0,0.0,0.05,0,0.0
19,2,1,15.15,28.4,0.6,0,914.4
0,0,0,0.0,0.0,0.05,0,0.0
16,3,0,0.0,0.0,0.3,1,0.0
12,3,1,12.76,57.0,0.3,0,781.1
20,6,1,11.9,3.0,0.5,1,236.1
2,3,0,0.0,0.0,0.05,0,0.0
10,2,0,0.0,0.0,0.65,1,0.0
11,1,0,0.0,0.0,0.3,0,0.0
11,3,0,0.0,0.0,0.3,0,0.0
13,3,0,0.0,0.0,0.3,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
12,1,0,0.0,0.0,0.3,1,0.0
14,6,1,11.21,52.7,0.3,0,520.8
9,5,0,0.0,0.0,0.65,1,0.0
0,4,0,0.0,0.0,0.05,0,0.0
6,0,0,0.0,0.0,0.2,0,0.0
11,4,1,14.29,51.8,0.3,0,756.5
1,2,0,0.0,0.0,0.05,0,0.0
19,4,1,14.14,110.3,0.6,0,123.9
23,3,0,0.0,0.0,0.2,1,0.0
16,4,0,0.0,0.0,0.3,1,0.0
1,6,0,0.0,0.0,0.05,0,0.0
10,0,0,0.0,0.0,0.55,1,0.0
4,3,0,0.0,0.0,0.05,0,0.0
22,6,0,0.0,0.0,0.2,1,0.0
20,4,1,19.39,14.5,0.6,1,636.2
6,4,0,0.0,0.0,0.2,0,0.0
1,4,0,0.0,0.0,0.05,1,0.0
5,6,0,0.0,0.0,0.05,0,0.0
21,3,1,19.13,12.5,0.6,0,279.9
19,4,0,0.0,0.0,0.6,1,0.0
0,5,0,0.0,0.0,0.05,0,0.0
15,0,1,16.21,10.3,0.3,1,370.4
13,5,0,0.0,0.0,0.3,0,0.0
20,4,1,15.71,32.1,0.6,1,316.1
0,5,1,14.87,142.7,0.05,0,509.7
11,3,0,0.0,0.0,0.3,0,0.0
1,6,0,0.0,0.0,0.05,0,0.0
10,2,1,14.5,42.4,0.65,0,294.0
9,3,1,14.97,32.1,0.65,1,151.6
5,5,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
17,2,1,14.38,170.2,0.3,0,145.3
6,2,0,0.0,0.0,0.2,0,0.0
19,5,1,8.09,1.1,0.6,0,562.7
16,6,1,9.61,10.1,0.3,0,278.2
5,2,0,0.0,0.0,0.05,0,0.0
17,4,1,14.46,8.8,0.3,0,236.0
20,1,1,19.28,174.8,0.6,1,45.7
20,1,1,14.13,5.3,0.6,0,432.8
21,0,1,20.74,19.1,0.5,1,206.0
20,5,1,14.94,18.3,0.6,0,441.9
18,4,1,11.64,71.5,0.6,1,261.1
10,2,1,13.03,42.1,0.65,1,991.2
9,1,1,11.21,67.0,0.65,0,514.4
8,5,1,15.35,30.1,0.65,0,820.5
7,0,0,0.0,0.0,0.2,0,0.0
14,1,0,0.0,0.0,0.3,0,0.0
17,0,0,0.0,0.0,0.3,1,0.0
13,4,0,0.0,0.0,0.3,0,0.0
21,4,1,15.14,14.6,0.6,0,459.3
12,3,1,13.59,41.9,0.3,0,619.1
21,2,1,16.84,25.9,0.6,0,271.7
22,4,0,0.0,0.0,0.2,1,0.0
16,5,0,0.0,0.0,0.3,1,0.0
7,4,1,18.57,15.6,0.2,0,176.8
4,3,0,0.0,0.0,0.05,0,0.0
22,4,0,0.0,0.0,0.2,0,0.0
18,3,1,20.53,13.8,0.6,1,273.8
17,1,0,0.0,0.0,0.3,1,0.0
5,5,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
15,3,1,16.27,36.0,0.3,0,340.7
3,4,0,0.0,0.0,0.05,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
1,3,0,0.0,0.0,0.05,1,0.0
13,0,1,16.81,95.4,0.3,0,420.8
2,0,0,0.0,0.0,0.05,0,0.0
0,5,0,0.0,0.0,0.05,0,0.0
22,6,0,0.0,0.0,0.2,0,0.0
20,6,0,0.0,0.0,0.5,1,0.0
19,4,1,13.09,1.8,0.6,0,634.2
21,5,1,16.35,81.8,0.6,0,28.9
22,2,1,16.43,58.7,0.2,0,373.0
9,5,1,8.47,3.8,0.65,0,911.9
9,2,0,0.0,0.0,0.65,1,0.0
17,2,1,9.91,21.7,0.3,0,268.2
5,6,0,0.0,0.0,0.05,0,0.0
8,3,1,13.3,0.8,0.65,1,201.5
9,4,0,0.0,0.0,0.65,0,0.0
7,6,0,0.0,0.0,0.2,1,0.0
22,3,0,0.0,0.0,0.2,0,0.0
22,1,0,0.0,0.0,0.2,1,0.0
0,3,0,0.0,0.0,0.05,0,0.0
0,6,0,0.0,0.0,0.05,0,0.0
23,6,0,0.0,0.0,0.2,1,0.0
12,0,1,7.13,84.1,0.3,0,417.3
23,0,1,18.23,70.2,0.2,0,337.1
9,1,1,11.63,10.7,0.65,1,343.6
7,1,0,0.0,0.0,0.2,0,0.0
19,6,1,14.69,31.0,0.5,0,849.8
20,4,1,21.15,20.8,0.6,0,264.9
19,2,1,14.55,44.1,0.6,0,952.8
23,0,1,16.88,78.2,0.2,0,59.5
10,0,0,0.0,0.0,0.55,0,0.0
6,4,0,0.0,0.0,0.2,0,0.0
4,6,0,0.0,0.0,0.05,0,0.0
16,2,0,0.0,0.0,0.3,1,0.0
17,3,1,13.05,9.3,0.3,0,596.5
3,5,0,0.0,0.0,0.05,0,0.0
18,2,0,0.0,0.0,0.6,1,0.0
17,4,0,0.0,0.0,0.3,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
5,0,0,0.0,0.0,0.05,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
6,1,1,17.44,24.9,0.2,0,806.0
7,1,0,0.0,0.0,0.2,0,0.0
11,1,0,0.0,0.0,0.3,1,0.0
15,0,1,11.64,31.9,0.3,0,171.1
5,5,0,0.0,0.0,0.05,0,0.0
19,3,1,20.43,28.4,0.6,0,445.6
4,2,0,0.0,0.0,0.05,0,0.0
21,6,1,24.66,11.0,0.5,1,271.6
17,0,0,0.0,0.0,0.3,1,0.0
8,2,1,20.22,14.3,0.65,1,525.3
17,1,1,13.44,60.4,0.3,0,423.2
1,2,0,0.0,0.0,0.05,0,0.0
1,5,0,0.0,0.0,0.05,0,0.0
19,0,1,15.37,65.3,0.5,1,247.7
11,4,0,0.0,0.0,0.3,0,0.0
22,5,0,0.0,0.0,0.2,0,0.0
12,5,0,0.0,0.0,0.3,1,0.0
4,0,0,0.0,0.0,0.05,0,0.0
10,5,0,0.0,0.0,0.65,1,0.0
20,6,0,0.0,0.0,0.5,0,0.0
14,5,0,0.0,0.0,0.3,0,0.0
12,1,0,0.0,0.0,0.3,0,0.0
20,6,1,18.95,18.1,0.5,1,128.3
20,4,1,8.45,57.5,0.6,1,679.4
4,5,0,0.0,0.0,0.05,0,0.0
4,4,0,0.0,0.0,0.05,0,0.0
23,6,0,0.0,0.0,0.2,0,0.0
8,4,1,23.85,48.9,0.65,0,118.3
18,1,1,17.33,23.8,0.6,1,367.2
19,5,0,0.0,0.0,0.6,1,0.0
14,5,1,9.12,153.9,0.3,1,147.0
23,2,1,20.19,7.9,0.2,0,669.3
19,5,1,18.51,13.8,0.6,1,514.5
17,1,0,0.0,0.0,0.3,1,0.0
5,6,0,0.0,0.0,0.05,0,0.0
18,2,1,17.43,22.1,0.6,0,267.0
0,3,0,0.0,0.0,0.05,0,0.0
10,2,1,17.02,13.6,0.65,0,522.4
20,6,0,0.0,0.0,0.5,0,0.0
21,1,1,18.79,57.8,0.6,1,357.3
21,0,1,18.63,3.7,0.5,0,603.2
9,6,0,0.0,0.0,0.55,1,0.0
20,0,1,8.55,169.8,0.5,1,545.5
12,6,0,0.0,0.0,0.3,1,0.0
12,1,0,0.0,0.0,0.3,1,0.0
23,4,0,0.0,0.0,0.2,0,0.0
2,3,0,0.0,0.0,0.05,1,0.0
9,6,0,0.0,0.0,0.55,1,0.0
13,6,0,0.0,0.0,0.3,0,0.0
21,3,1,9.96,89.2,0.6,1,939.6
5,0,1,15.65,18.5,0.05,0,279.6
7,4,1,19.9,11.3,0.2,0,518.3
3,5,0,0.0,0.0,0.05,0,0.0
13,6,0,0.0,0.0,0.3,0,0.0
9,5,1,15.4,53.5,0.65,1,809.0
19,1,1,18.38,59.4,0.6,1,669.4
7,2,0,0.0,0.0,0.2,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
9,5,1,13.57,3.4,0.65,1,434.6
11,0,0,0.0,0.0,0.3,1,0.0
11,0,0,0.0,0.0,0.3,0,0.0
2,1,0,0.0,0.0,0.05,0,0.0
1,2,0,0.0,0.0,0.05,0,0.0
22,1,0,0.0,0.0,0.2,0,0.0
18,1,0,0.0,0.0,0.6,0,0.0
4,2,1,13.37,1.4,0.05,0,480.8
7,5,0,0.0,0.0,0.2,1,0.0
14,6,0,0.0,0.0,0.3,0,0.0
2,6,0,0.0,0.0,0.05,0,0.0
20,3,1,21.19,49.5,0.6,1,167.9
18,4,1,24.6,42.8,0.6,1,81.5
1,2,0,0.0,0.0,0.05,0,0.0
21,5,1,19.08,9.7,0.6,0,507.9
22,6,0,0.0,0.0,0.2,0,0.0
14,4,1,15.88,13.0,0.3,0,405.4
16,5,0,0.0,0.0,0.3,0,0.0
0,4,0,0.0,0.0,0.05,0,0.0
10,2,1,17.34,25.7,0.65,0,224.0
4,1,0,0.0,0.0,0.05,0,0.0
23,4,0,0.0,0.0,0.2,0,0.0
5,4,0,0.0,0.0,0.05,0,0.0
3,0,0,0.0,0.0,0.05,0,0.0
22,4,0,0.0,0.0,0.2,0,0.0
5,2,0,0.0,0.0,0.05,0,0.0
15,0,1,12.56,86.8,0.3,0,100.9
22,3,1,14.22,21.0,0.2,0,666.3
13,1,0,0.0,0.0,0.3,0,0.0
9,0,1,9.07,27.3,0.55,1,732.2
17,3,0,0.0,0.0,0.3,1,0.0
14,6,0,0.0,0.0,0.3,0,0.0
5,6,0,0.0,0.0,0.05,0,0.0
16,6,0,0.0,0.0,0.3,0,0.0
20,1,1,14.43,33.2,0.6,0,171.2
20,2,0,0.0,0.0,0.6,1,0.0
8,0,1,24.0,3.5,0.55,0,72.6
17,3,0,0.0,0.0,0.3,0,0.0
14,3,0,0.0,0.0,0.3,1,0.0
9,0,1,11.78,138.2,0.55,0,326.4
17,6,0,0.0,0.0,0.3,0,0.0
17,3,0,0.0,0.0,0.3,0,0.0
14,3,1,17.09,97.8,0.3,0,439.9
7,5,0,0.0,0.0,0.2,0,0.0
8,1,1,20.12,65.1,0.65,1,521.8
18,2,1,14.56,31.8,0.6,1,212.8
11,3,0,0.0,0.0,0.3,1,0.0
14,2,1,10.39,37.5,0.3,0,379.0
17,2,0,0.0,0.0,0.3,0,0.0
4,5,0,0.0,0.0,0.05,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
20,1,1,20.65,97.1,0.6,1,256.1
16,2,1,15.26,5.7,0.3,0,397.4
8,6,1,14.32,1.3,0.55,0,348.2
6,6,0,0.0,0.0,0.2,1,0.0
13,3,0,0.0,0.0,0.3,0,0.0
21,0,0,0.0,0.0,0.5,1,0.0
16,5,0,0.0,0.0,0.3,1,0.0
22,5,0,0.0,0.0,0.2,0,0.0
14,5,1,10.01,103.5,0.3,0,1223.9
21,5,1,15.96,114.0,0.6,0,9.6
17,2,0,0.0,0.0,0.3,0,0.0
21,2,0,0.0,0.0,0.6,1,0.0
7,0,0,0.0,0.0,0.2,0,0.0
3,5,0,0.0,0.0,0.05,0,0.0
13,2,0,0.0,0.0,0.3,1,0.0
19,4,1,17.13,90.7,0.6,0,72.0
10,5,1,17.34,13.3,0.65,1,118.8
5,6,0,0.0,0.0,0.05,1,0.0
16,2,0,0.0,0.0,0.3,0,0.0
0,3,0,0.0,0.0,0.05,0,0.0
7,4,0,0.0,0.0,0.2,1,0.0
17,5,0,0.0,0.0,0.3,0,0.0
7,2,0,0.0,0.0,0.2,1,0.0
18,3,1,13.12,21.9,0.6,1,457.2
15,1,1,20.89,9.7,0.3,1,145.4
7,4,0,0.0,0.0,0.2,0,0.0
16,1,0,0.0,0.0,0.3,0,0.0
14,1,1,9.33,53.1,0.3,0,1201.4
18,1,1,10.96,54.5,0.6,0,821.8
2,4,0,0.0,0.0,0.05,0,0.0
12,4,0,0.0,0.0,0.3,1,0.0
1,3,0,0.0,0.0,0.05,0,0.0
9,0,1,14.38,107.9,0.55,1,14.2
13,4,1,17.93,4.1,0.3,0,399.5
7,6,1,22.61,47.9,0.2,0,453.3
14,0,0,0.0,0.0,0.3,1,0.0
14,1,0,0.0,0.0,0.3,0,0.0
20,5,1,19.59,38.4,0.6,1,547.8
18,2,1,11.96,137.6,0.6,0,812.9
14,3,0,0.0,0.0,0.3,0,0.0
22,0,0,0.0,0.0,0.2,0,0.0
11,4,0,0.0,0.0,0.3,1,0.0
21,1,1,21.47,34.0,0.6,0,397.2
6,2,1,19.84,17.3,0.2,0,550.0
1,3,0,0.0,0.0,0.05,0,0.0
22,2,0,0.0,0.0,0.2,0,0.0
23,5,0,0.0,0.0,0.2,0,0.0
12,4,0,0.0,0.0,0.3,1,0.0
21,0,1,14.24,9.3,0.5,1,605.4
13,6,0,0.0,0.0,0.3,1,0.0
5,6,0,0.0,0.0,0.05,0,0.0
15,3,0,0.0,0.0,0.3,1,0.0
2,4,0,0.0,0.0,0.05,0,0.0
19,5,1,18.32,31.3,0.6,0,621.2
10,6,0,0.0,0.0,0.55,1,0.0
8,0,1,13.56,3.7,0.55,0,525.0
16,3,1,13.65,5.7,0.3,0,168.2
18,0,1,20.97,56.7,0.5,1,283.9
1,0,0,0.0,0.0,0.05,0,0.0
11,6,0,0.0,0.0,0.3,0,0.0
13,5,1,14.97,22.9,0.3,0,691.2
15,0,1,15.9,31.9,0.3,1,520.1
11,6,1,16.72,19.2,0.3,0,435.1
18,2,1,15.29,56.8,0.6,1,217.1
2,6,0,0.0,0.0,0.05,0,0.0
12,5,0,0.0,0.0,0.3,0,0.0
12,0,0,0.0,0.0,0.3,1,0.0
13,4,0,0.0,0.0,0.3,0,0.0
23,6,0,0.0,0.0,0.2,1,0.0
17,2,1,16.77,35.9,0.3,0,663.2
7,0,0,0.0,0.0,0.2,0,0.0
9,4,1,14.78,47.0,0.65,0,316.4
3,5,0,0.0,0.0,0.05,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
15,4,0,0.0,0.0,0.3,0,0.0
23,2,1,17.76,29.4,0.2,0,98.4
10,0,0,0.0,0.0,0.55,1,0.0
9,2,1,15.38,12.7,0.65,1,230.9
7,1,0,0.0,0.0,0.2,0,0.0
12,4,0,0.0,0.0,0.3,1,0.0
1,2,0,0.0,0.0,0.05,1,0.0
8,3,1,21.03,25.8,0.65,1,185.6
17,5,0,0.0,0.0,0.3,1,0.0
20,3,1,18.83,6.3,0.6,1,351.4
4,4,0,0.0,0.0,0.05,0,0.0
3,4,0,0.0,0.0,0.05,0,0.0
7,4,0,0.0,0.0,0.2,0,0.0
1,6,0,0.0,0.0,0.05,0,0.0
14,0,0,0.0,0.0,0.3,0,0.0
4,0,0,0.0,0.0,0.05,0,0.0
9,1,1,13.38,26.6,0.65,0,634.0
20,1,1,16.78,18.0,0.6,1,552.3
8,1,1,10.85,14.8,0.65,1,678.3
11,0,0,0.0,0.0,0.3,0,0.0
5,3,0,0.0,0.0,0.05,0,0.0
13,3,1,12.77,6.8,0.3,0,298.9
8,2,1,15.69,15.1,0.65,0,373.6
17,4,0,0.0,0.0,0.3,1,0.0
14,5,1,16.73,5.1,0.3,1,171.6
12,2,0,0.0,0.0,0.3,1,0.0
8,4,1,8.59,62.0,0.65,1,306.8
7,6,0,0.0,0.0,0.2,0,0.0
9,1,1,20.79,69.1,0.65,0,300.1
7,3,0,0.0,0.0,0.2,0,0.0
2,4,0,0.0,0.0,0.05,0,0.0
20,6,1,14.86,10.5,0.5,1,328.4
13,2,0,0.0,0.0,0.3,1,0.0
6,1,0,0.0,0.0,0.2,1,0.0
3,1,0,0.0,0.0,0.05,0,0.0
7,6,1,23.85,43.2,0.2,0,412.1
8,6,1,17.34,48.8,0.55,0,331.3
16,3,0,0.0,0.0,0.3,0,0.0
14,2,1,16.36,48.1,0.3,0,730.9
